,Unnamed: 0,Sno,Zone,State,City,Name,Type,Establishment Year,time needed to visit in hrs,Google review rating,Entrance Fee in INR,Airport with 50km Radius,Weekly Off,Significance,DSLR Allowed,Number of google review in lakhs,Best Time to visit,State Description,longitude,latitude,loc_clusters,img
134,134,134,Western,Maharashtra,Matheran,Echo Point,Viewpoint,1828,1.5,4.4,0,Yes,,Nature,Yes,0.02,Morning,"Home to Mumbai, the financial capital, and historical sites.",73.2700191,18.9901544,12.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTTT_RshTgGcYszogv24GGi3WgM7khu_zEV5xMKYQZ8zcJXMnr-IqSwP132pg&s
135,135,135,Western,Maharashtra,Ajanta,Ellora Caves,Cave,600,3.0,4.7,30,Yes,Tuesday,Historical,Yes,0.49,Afternoon,"Home to Mumbai, the financial capital, and historical sites.",75.7513692,20.532524,7.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRQqJHr2YlGOfkrUVwJPM2OOg3FCGyhR7ML5anSuzrW7VypwftmoDQQhfKaoQ&s
136,136,136,Central,Madhya Pradesh,Khajuraho,Khajuraho Group of Monuments,Temples,-850,2.0,4.7,40,No,,Cultural,Yes,0.09,Afternoon,"Heart of India with temples, forts, and wildlife parks.",79.9259786,24.8515132,11.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSY3K9OW0QWqGxSylPWScpNW0K9Dv7VbTjeL95qjRrd7zgqA70cImaMoC66Y5c&s
137,137,137,Central,Madhya Pradesh,Bhopal,Sanchi Stupa,Monument,-300,1.5,4.7,30,Yes,,Historical,Yes,0.01,Afternoon,"Heart of India with temples, forts, and wildlife parks.",77.401989,23.2584857,4.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS3e7KGs6GwUsspy-8L4QAP-NW5jUFez0bOJd2te41fGr2RGBdbCX4IlvY81g&s
138,138,138,Central,Madhya Pradesh,Indore,Rajwada Palace,Palace,1747,1.0,4.4,10,Yes,,Historical,Yes,0.63,Afternoon,"Heart of India with temples, forts, and wildlife parks.",75.8681996,22.7203616,15.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ-4JDUP8YFaRyJYVEXwWgGRicXAMDfaUw9WsQ05HaZ33fHI8LhAGkzHR_m-Ko&s
139,139,139,Central,Madhya Pradesh,Gwalior,Gwalior Fort,Fort,900,2.5,4.5,75,Yes,,Historical,Yes,0.4,Morning,"Heart of India with temples, forts, and wildlife parks.",78.1573628,26.2037247,17.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRBHC9u6ap-hPvGz4HYFtlXty_cIA6VeYj5gditve3UPbrmluhuEAwEJ_kfBw&s
140,140,140,Central,Madhya Pradesh,Ujjain,Mahakaleshwar Jyotirlinga,Temple,-3500,1.5,4.8,0,Yes,,Religious,No,1.2,All,"Heart of India with temples, forts, and wildlife parks.",75.7716562,23.1885131,4.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTBazM4JxGLZp91YPX-riWmuJM9lHV99TSNnoYi1mxA0yMOBU4n9lxOatFq8oA&s
141,141,141,Central,Madhya Pradesh,Jabalpur,Dhuandhar Falls,Waterfall,Unknown,1.0,4.5,0,No,,Nature,Yes,0.01,Morning,"Heart of India with temples, forts, and wildlife parks.",79.9497702,23.1608938,4.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQaCpDrsQ1XsQSHZXIfRCdT8MLI71LrYR4l6SBTZHGPxASLebn1DdgY7nggwWw&s
142,142,142,Central,Madhya Pradesh,Pachmarhi,Bee Falls,Waterfall,Unknown,1.5,4.6,15,No,,Nature,Yes,0.065,Morning,"Heart of India with temples, forts, and wildlife parks.",78.4360537,22.4736824,15.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR8GJCRNipzRGIKq9htXXlD-52fI6WoY0VZ1KbDyP0CzuxmvvFuihxpUQ6QxQ&s
143,143,143,Central,Madhya Pradesh,Kanha,Kanha National Park,Wildlife Sanctuary,1955,3.0,4.5,100,No,,Wildlife,Yes,0.1,Morning,"Heart of India with temples, forts, and wildlife parks.",77.6810002,19.8628957,22.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQX-UZmwlj5lO12zNUSlVA-_BaUPNaj0t6lUGJWjU3Y52W5kWnL67dJz0juCg&s
144,144,144,Central,Madhya Pradesh,Bandhavgarh,Bandhavgarh National Park,National Park,1968,3.0,4.5,50,No,,Wildlife,Yes,0.05,Morning,"Heart of India with temples, forts, and wildlife parks.",81.02450229,23.6444125,24.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQt-cD8ys35Ez2m6GhLfIkQAhKq0Oj5B0STXxuLzn75xqlaBjGYwdlLvi2DzRo&s
145,145,145,Central,Madhya Pradesh,Orchha,Orchha Fort,Fort,1500,1.5,4.8,10,No,,Historical,Yes,0.1,Afternoon,"Heart of India with temples, forts, and wildlife parks.",78.6402465,25.3528706,16.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ6qn0AjdHCQptP4XRKSBnusIQlcwiUf-AvdJp07yENRo6lsJsn05pSnxVwxw&s
146,146,146,Central,Madhya Pradesh,Mandu,Jahaz Mahal,Site,1500,1.0,3.9,50,No,,Historical,Yes,0.03,Afternoon,"Heart of India with temples, forts, and wildlife parks.",85.52633246,23.7978518,24.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSXifdYc2ZU1JCbw23V8TQ7XEGgVGWEhXXjHL0R-MagK4Y3YnOm_tG5ocMQAg&s
147,147,147,Central,Madhya Pradesh,Bhimbetka,Bhimbetka Rock Shelters,Prehistoric Site,1958,2.0,4.6,25,No,,Archaeological,Yes,0.07,Afternoon,"Heart of India with temples, forts, and wildlife parks.",77.6133286,22.9384007,4.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQrOEIUfJu4shTCnYq1nRfINlrdC5bnR4Oi1o6U4HiF8r8orBKrVfO0VRl7xvU&s
148,148,148,Central,Madhya Pradesh,Amarkantak,Narmada Udgam Temple,Temple,1200,1.0,4.4,0,No,,Religious,Yes,0.01,All,"Heart of India with temples, forts, and wildlife parks.",81.7588417,22.670465,15.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRSISD1L2L6C3U-31cUx6tEXu_l33j1Coz5iqbHxIvZe_uPRxsgpbao_WhL6fA&s
149,149,149,Central,Madhya Pradesh,Chitrakoot,Chitrakoot Falls,Waterfall,Unknown,1.5,4.4,0,No,,Nature,Yes,0.1,Morning,"Heart of India with temples, forts, and wildlife parks.",81.10459272,25.21713895,16.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRpRvSSCspx1gwTEAykcv9I4Qmr3-ipZTKB7VMLiaadQ3qCXm2MT6bzeAukOw&s
150,150,150,Northern,Himachal Pradesh,Shimla,The Ridge,Scenic Point,Unknown,1.0,4.7,0,Yes,,Recreational,Yes,0.03,Morning,Famous for its hill stations like Shimla and Manali.,77.1709729,31.1041526,9.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSMYb3sk1_ZXx0PXxf5RfkQeFBU6PGOk2V10HVjOg3JwHaR_8b67qU7NiHxCg&s
151,151,151,Northern,Himachal Pradesh,Manali,Solang Valley,Valley,Unknown,2.0,4.1,0,No,,Adventure,Yes,0.05,Morning,Famous for its hill stations like Shimla and Manali.,77.18812183,32.26309405,10.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSt7DRwRjd7l6nXkPCETjfovB_FhPegd9jaDNFfQd8EpSdphsBsxxgIzEogask&s
152,152,152,Northern,Himachal Pradesh,dalhousie,Dalai Lama Temple,Temple,1959,1.5,4.7,0,Yes,,Religious,No,0.15,All,Famous for its hill stations like Shimla and Manali.,75.94484089,32.54357545,10.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR_AsY2f5S_hABx5DZtd3SnFea4ZkiGGCyhShiADG1uCIKcuMkA3lcIVkTqr6E&s
153,153,153,Northern,Himachal Pradesh,Dalhousie,Khajjiar Lake,Lake,Unknown,1.5,4.5,0,No,,Nature,Yes,0.1,Morning,Famous for its hill stations like Shimla and Manali.,75.94484089,32.54357545,10.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSyvy_jv8lwS1S7JcI1YiU3kUi4Iyq_JAg6Uf9jGqvN0NhCbNZlLDZapucZ29s&s
154,154,154,Northern,Himachal Pradesh,Spiti Valley,Key Monastery,Monastery,1100,1.0,4.8,0,No,,Religious,Yes,0.025,Morning,Famous for its hill stations like Shimla and Manali.,,,10.0462963,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTioCWUA3AiRAu_z5GQLwfSYIzQ6GEFg7_xfp8d4H0aDBDo7t99kTDH45UkoQ&s
155,155,155,Northern,Himachal Pradesh,Kullu,Great Himalayan National Park,National Park,1984,3.0,4.5,50,No,,Wildlife,Yes,0.2,All,Famous for its hill stations like Shimla and Manali.,77.3789964,32.00186325,10.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTKgV16AxpDpRQlZmIyntQW5RfdAkFzB068L9ecBThOZpB4A_ousA5UphzB5w&s
156,156,156,Northern,Himachal Pradesh,Chamba,Chamera Lake,Lake,Unknown,2.0,4.4,0,No,,Recreational,Yes,0.01,Morning,Famous for its hill stations like Shimla and Manali.,76.5,32.5,10.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQp4CSmvmw8FobTN_F729yc9GFqF962oCTUzUYnXhvjhKY7qmEHRO-BJfUQvg&s
157,157,157,Northern,Himachal Pradesh,Kinnaur,Sangla Valley,Valley,Unknown,2.0,4.5,0,No,,Nature,Yes,0.01,Morning,Famous for its hill stations like Shimla and Manali.,78.32814169,31.59301295,23.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTIM_fNfP_ueWS0u_FPklFKSo6XC1Jx3J64EZkAIXru2QPWUF9CNyUOYMY5-yI&s
158,158,158,Northern,Himachal Pradesh,Kangra,Kangra Fort,Fort,400,2.0,4.4,150,Yes,,Historical,Yes,0.1,All,Famous for its hill stations like Shimla and Manali.,76.29858721,32.0768665,10.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ_V--YynssG3S5NYw2msZOHa-RICN5QcsBrLnr_l4TWBrz4IdICIYlh6jcXiM&s
159,159,159,Northern,Himachal Pradesh,Palampur,Tea Gardens,Tea Plantation,1950,1.5,4.6,0,Yes,,Agricultural,Yes,0.015,Morning,Famous for its hill stations like Shimla and Manali.,76.5098927,32.0893012,10.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTfL9pjlDuxfHTkTnOceKS7adljvZfjeFl2rsvaIOT2PWF6Vxo0up4CMgnHgg&s
160,160,160,Northern,Himachal Pradesh,Mandi,Prashar Lake,Lake,1400,1.5,4.6,0,No,,Nature,Yes,0.01,Morning,Famous for its hill stations like Shimla and Manali.,77.00925419,31.65166165,23.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQX5TdI4A4UhHlL4t4vjv0pk_UDh4TU9nt6YbnXgx_6HbMj7yovM3i5yw-tdA&s
161,161,161,Northern,Himachal Pradesh,Bir Billing,Paragliding Site,Adventure Sport,2005,2.0,4.8,2500,No,,Adventure,Yes,0.01,All,Famous for its hill stations like Shimla and Manali.,76.745494,32.0616757,10.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR0q80cR9QAlqprdVA6Xesls_kK0P3M5TbQwoyp8iiNsWSTv8fNXuJ-f9Dv_g&s
162,162,162,Northern,Himachal Pradesh,McLeod Ganj,Triund Trek,Trekking,Unknown,5.0,4.8,0,Yes,,Adventure,Yes,0.01,Morning,Famous for its hill stations like Shimla and Manali.,76.326238,32.2352666,10.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcREaeV9sk-WmeOQipONThJKfBBkD2_woYWDZvhhojELnDQsP3UqZELny-4bqg&s
163,163,163,Northern,Himachal Pradesh,Manikaran,Manikaran Sahib,Gurudwara,1980,1.0,4.6,0,No,,Religious,Yes,1.3,Morning,Famous for its hill stations like Shimla and Manali.,77.3464072,32.0273214,10.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSo_kKrIeSGIiZGx6tL1S3-a4o1n2ODSD3YDVV2ZWaGev_-y9TIl01-qAMK7i0&s
164,164,164,Northern,Himachal Pradesh,Narkanda,Hatu Peak,Viewpoint,Unknown,2.0,4.5,0,Yes,,Nature,Yes,1.1,All,Famous for its hill stations like Shimla and Manali.,77.4612694,31.2547508,23.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ35aRMUqh88YlTqUhtYSdkx7jiXYPTmPLCxSFmruJ6FnEzJyEVWEzF-dHcWQ&s
165,165,165,Northern,Himachal Pradesh,Barot,Barot Valley,Valley,Unknown,2.0,4.7,0,No,,Nature,Yes,1.2,Morning,Famous for its hill stations like Shimla and Manali.,76.8452055,32.0377277,10.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTsDb702VFJWIPIprMpaKPaleirNuHs-3EJd9RINI57u1prIxArEgBV8e8cUg&s
166,166,166,Northern,Himachal Pradesh,Shoja,Serolsar Lake,Lake,Unknown,2.5,4.4,0,No,,Nature,Yes,0.9,Morning,Famous for its hill stations like Shimla and Manali.,77.3712415,31.5644846,23.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQx4NqZAuHofK7YDIEboCdf_f7IYeaNipqZkWhetXYPn5OqO-EUo6cieMwa7g&s
167,167,167,Northern,Himachal Pradesh,Kufri,Kufri Fun World,Ski Resort,1975,5.0,3.8,1500,Yes,,Recreational,Yes,0.1,All,Famous for its hill stations like Shimla and Manali.,77.027818,31.1885191,23.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcStz4_ktYAwCggDpKaglMMG8gVWwQKL64ubnekfWg-mp7EHMJZsobkbGgiN3Q&s
168,168,168,Northern,Uttarakhand,Nainital,Naini Lake,Lake,Unknown,1.5,4.2,0,Yes,,Nature,Yes,0.01,Morning,The Land of Gods with its Himalayan beauty and pilgrimage sites.,79.41625113,29.29499495,3.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSZLnD09XSGmV596LiS0p9yH87N0fpD9vX95K8dw8YOH3_tsIONAjhFNkgmdSw&s
169,169,169,Northern,Uttarakhand,Rishikesh,Laxman Jhula,Suspension Bridge,1939,1.0,4.4,0,Yes,,Cultural,Yes,0.03,Morning,The Land of Gods with its Himalayan beauty and pilgrimage sites.,78.2916193,30.1086537,9.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQppoChpxRZKzS0l2pOl5lgZ_pt0fautGzy11BtpskKF63sP1YjpM854JsWjmg&s
170,170,170,Northern,Uttarakhand,Haridwar,Har Ki Pauri,Ghat,Unknown,1.0,4.5,0,Yes,,Religious,Yes,0.025,All,The Land of Gods with its Himalayan beauty and pilgrimage sites.,78.00871782,29.91235135,9.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQpdiWmIWxSrCM_7g65RsZHLPtnw0g5mgcAeJxJTQbqkO-SpkCiDiNwkcRbl7w&s
171,171,171,Northern,Uttarakhand,Dehradun,Robber's Cave,Cave,Unknown,1.5,4.5,25,Yes,,Nature,Yes,0.01,Morning,The Land of Gods with its Himalayan beauty and pilgrimage sites.,77.86254574,30.49981565,9.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRmnz4sCSM_S0J9q4oA5EtSm80IzsHH5nOETIImIeFouKDU2jTB9BZ8po_2wR0&s
172,172,172,Northern,Uttarakhand,Mussoorie,Kempty Falls,Waterfall,Unknown,1.5,4.2,15,Yes,,Nature,Yes,0.55,Morning,The Land of Gods with its Himalayan beauty and pilgrimage sites.,78.0782906,30.4569012,9.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR0Os-PJAqFjPPGXUgGFVZs_DShQ5DQcMclLBSI1Y6nGvTlUMn8gUNuHh-5mw&s
173,173,173,Northern,Uttarakhand,Auli,Auli Ski Resort,Ski Resort,1990,3.0,4.5,0,No,,Adventure,Yes,0.01,Morning,The Land of Gods with its Himalayan beauty and pilgrimage sites.,79.5657242,30.5377872,9.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTXyx7D_PaqEgBbtV6O-RytegZJGWHVk2iHgrE4YV5q3jvyUsSfaHWF5Vazf5E&s
174,174,174,Northern,Uttarakhand,Badrinath,Badrinath Temple,Temple,-820,1.0,4.8,0,No,,Religious,No,0.29,All,The Land of Gods with its Himalayan beauty and pilgrimage sites.,79.4930256,30.7423302,9.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRs_dMo1KZBIt4kK6xeXeH52OkV7RrjqaCKOPqsxiwRbkfSJgLknYXgExdUIQ&s
175,175,175,Northern,Uttarakhand,Almora,Binsar Wildlife Sanctuary,Wildlife Sanctuary,1988,2.0,4.3,150,No,,Wildlife,Yes,0.01,All,The Land of Gods with its Himalayan beauty and pilgrimage sites.,79.43263182,29.70265095,9.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTGpl4vmM8QnbGp45_8WUrQNJOAw3gRae0wwoZ8-bXCpnEcCH2pvfzCoAzvAQ0&s
176,176,176,Northern,Uttarakhand,Ranikhet,Chaubatia Gardens,Orchard,1868,1.0,4.0,50,No,,Recreational,Yes,0.025,All,The Land of Gods with its Himalayan beauty and pilgrimage sites.,79.41541417,29.6323007,9.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTKxyYf9P7XA3zRfDxtE4nNsSAW25ZPeqD_cq1H8AWkhYqojkHIvaucWgcsqw&s
177,177,177,Northern,Uttarakhand,Jim Corbett,Jim Corbett National Park,National Park,1936,3.0,4.4,100,Yes,,Wildlife,Yes,0.3,All,The Land of Gods with its Himalayan beauty and pilgrimage sites.,78.84249503,29.5574752,9.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTj7QRKIMMJmw8O4CywWNyQsz1I912GGT-OzWhRhhTgGQdJmh8HgRgjbO-d_g&s
178,178,178,Northern,Uttarakhand,Uttarkashi,Gangotri Temple,Temple,1751,1.0,4.8,0,No,,Religious,No,0.05,All,The Land of Gods with its Himalayan beauty and pilgrimage sites.,78.63625207,30.9635733,9.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRdYtFb1HzYjPT8mzZvv-peb3AEREJzn883oWfGy9SOatZ1h6fChGmAHJCZhA&s
179,179,179,Northern,Uttarakhand,Chopta,Tungnath Temple,Temple,751,2.0,4.8,0,No,,Religious,No,0.09,All,The Land of Gods with its Himalayan beauty and pilgrimage sites.,79.078238,29.9494314,9.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTdNhACF-XAEY87J7Yqu0ODUJTNMAtvkhws46OjKE67JH7BG29WV9VpiRxJEcs&s
180,180,180,Northern,Uttarakhand,Joshimath,Valley of Flowers,National Park,1982,5.0,4.7,150,No,,Nature,Yes,0.035,Morning,The Land of Gods with its Himalayan beauty and pilgrimage sites.,79.5612607,30.5555752,9.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSB_EeY9VBxI2EJMZSpNU92l_-z1Xe8hY88_rhNHbyL88--o22UJQeNbNicfw&s
181,181,181,Central,Uttar Pradesh,Agra,Taj Mahal,Mausoleum,1632,2.0,4.6,50,Yes,Friday,Historical,Yes,2.25,Morning,Home to the Taj Mahal and sacred cities like Varanasi.,78.0098161,27.1752554,1.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRutFm4-E2POeyFHl6Ks9ZLXSD9gCxjNuiBh2c3luolrGc-CEOrNCKC-9Pmew&s
182,182,182,Central,Uttar Pradesh,Varanasi,Kashi Vishwanath Temple,Temple,Unknown,1.0,4.7,0,Yes,,Religious,No,0.9,All,Home to the Taj Mahal and sacred cities like Varanasi.,82.94142724,25.37193385,16.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTXkb4FhK3o9vsXelEXZ1lNdjKO5LCXQsXV_vA3nVSnTh9rFkYBKY03_BkCSeM&s
183,183,183,Central,Uttar Pradesh,Lucknow,Bara Imambara,Monument,1784,1.5,4.4,50,Yes,Monday,Historical,No,0.45,All,Home to the Taj Mahal and sacred cities like Varanasi.,80.9346001,26.8381,1.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ3KrKmfB4a3c33koR35AaYXmDelVvM58ZCGgMDtSeIpMg4fGHZ9tfCL-TLnaI&s
184,184,184,Central,Uttar Pradesh,Mathura,Krishna Janmabhoomi,Temple,Unknown,1.0,4.7,0,Yes,,Religious,No,0.13,All,Home to the Taj Mahal and sacred cities like Varanasi.,77.583333,27.633333,20.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQBCjj4IFGAe0RhltT6wfco7_h0hNYzKnXdeL1VdRlonXn5iqpQLHilObCiEA&s
185,185,185,Central,Uttar Pradesh,Ayodhya,Ram Janmabhoomi,Religious Site,Unknown,1.0,4.8,0,Yes,,Religious,No,0.025,All,Home to the Taj Mahal and sacred cities like Varanasi.,82.05850341,26.6382763,17.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS7skCjMKVyz1Gyk2f47V-V4SbRJuCThFRFua6yxkvB6w2ciIJv-cqpnvHkKw&s
186,186,186,Central,Uttar Pradesh,Vrindavan,Banke Bihari Temple,Temple,1864,1.0,4.8,0,Yes,,Religious,No,0.37,All,Home to the Taj Mahal and sacred cities like Varanasi.,77.6938045,27.5753726,20.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQC8s1Ely_kx_T5IEcntgB5Xsuu1aqlYnwrjy7dq7XMuEpBcF57P05h1IccmMs&s
187,187,187,Central,Uttar Pradesh,Allahabad,Triveni Sangam,Confluence,Unknown,1.0,4.5,0,Yes,,Religious,Yes,0.09,Morning,Home to the Taj Mahal and sacred cities like Varanasi.,81.90349775,25.2793187,16.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSxusqQcDuqwXX1mJd383owi3VJ6KsdwpYzWGAjEAzu5VFNSH2cH4iUxmIIig&s
188,188,188,Central,Uttar Pradesh,Jhansi,Jhansi Fort,Fort,1613,1.5,4.4,15,Yes,,Historical,Yes,0.25,All,Home to the Taj Mahal and sacred cities like Varanasi.,78.65278024,25.529855,16.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSa2d3EU8Lme-j4bEdCPYRMOCZt8D6ersQLALwMUIkixCyMT5l5Qht68iF-3Q&s
189,189,189,Central,Uttar Pradesh,Sarnath,Dhamek Stupa,Monument,-500,1.0,4.6,5,Yes,,Historical,Yes,0.065,All,Home to the Taj Mahal and sacred cities like Varanasi.,83.0275999,25.3776274,16.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQmDvVyv54POwY_UbOlca7MINynnWz3Ds3rdt_j3boLETzIE7BZWel5RCJ_ZQ&s
190,190,190,Central,Uttar Pradesh,Fatehpur Sikri,Buland Darwaza,Monument,1571,2.0,4.4,40,Yes,,Historical,Yes,0.07,Afternoon,Home to the Taj Mahal and sacred cities like Varanasi.,77.6623984,27.0911655,1.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQTh6ero6Mwu8O7anO_9TySZ0sYj3rhLckAAayXuybWjROuBQYbdY8QtfrT7g&s
191,191,191,Central,Uttar Pradesh,Noida,Okhla Bird Sanctuary,Bird Sanctuary,1990,1.5,4.3,30,Yes,,Wildlife,Yes,0.035,All,Home to the Taj Mahal and sacred cities like Varanasi.,77.3272147,28.5706333,3.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSib_ZAr9z5-Syr6ZZ6L9q-Zwu3QdmA9Cy1tiVAx33eUQrqIl7IIl8sOjflrA&s
192,192,192,Central,Uttar Pradesh,Aligarh,Aligarh Fort,Fort,1524,1.0,4.1,20,Yes,,Historical,Yes,0.0165,Afternoon,Home to the Taj Mahal and sacred cities like Varanasi.,78.13581531,27.8761073,3.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRRJ4yKic4HtoL8Gqyii4Twr6HxhXuwcZ2dtZg7OkjUwZEeuiUqSzWUrqFJNuU&s
193,193,193,Central,Uttar Pradesh,Meerut,Augarnath Temple,Temple,Unknown,1.0,4.8,0,Yes,,Religious,No,0.045,All,Home to the Taj Mahal and sacred cities like Varanasi.,77.76796715,29.0018557,3.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQiW-B9W4maXSVw6w9forYf-qtD110n186oCX9uZpUKGubyTl6m-VyBhC1P1w&s
194,194,194,Central,Uttar Pradesh,Kanpur,Allen Forest Zoo,Zoo,1971,2.0,4.2,150,Yes,Monday,Wildlife,Yes,0.21,All,Home to the Taj Mahal and sacred cities like Varanasi.,80.3217588,26.4609135,17.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS4AbYmTwVQ_SdqPImPYVivLZuQNB0NHfWnnDE4TDxkzyC8e6VnD02q4r3iamY&s
195,195,195,Northern,Jammu and Kashmir,Srinagar,Dal Lake,Lake,Unknown,2.0,4.6,0,Yes,,Nature,Yes,0.15,Morning,"Renowned for its beautiful valleys, lakes, and houseboats.",74.8204443,34.0747444,6.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTsbZY9RN5xXs9AE2wGUmspK7kP5MD4hLoB5fmdSTkoStHq9nIUB6yaLh6Tqg&s
196,196,196,Northern,Ladakh,Leh,Pangong Tso,Lake,Unknown,2.0,4.9,20,Yes,,Nature,Yes,0.15,Morning,"Known for its stunning landscapes, monasteries, and adventure tourism.",77.5848133,34.1642029,6.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT6rMi4IxgaytcdZ8SWWNRsUr0h-CiBK3QoreOO5IBnmUIKJLJ5McuUhRc6TtU&s
197,197,197,Northern,Jammu and Kashmir,Pahalgam,Betaab Valley,Valley,Unknown,2.0,4.6,100,No,,Nature,Yes,0.11,All,"Renowned for its beautiful valleys, lakes, and houseboats.",75.3226479,34.0322048,6.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR85SZKUX7PiXyT7obRN4x0LvOMUVws-zVtTxyyM-8o3lgaSO8KBg09THJweg&s
198,198,198,Northern,Jammu and Kashmir,Jammu,Vaishno Devi,Temple,Unknown,5.0,4.7,0,Yes,,Religious,No,0.55,All,"Renowned for its beautiful valleys, lakes, and houseboats.",74.8580917,32.7185614,10.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSxYMVLNKvgtLNq9HBG4qCnV7Z1nLDjHRneyGJwN5IunkdhLElnIJ9aNOfS_w&s
199,199,199,Northern,Jammu and Kashmir,Udhampur,Patnitop Height,Hill,Unknown,2.0,4.1,0,No,,Recreational,Yes,0.01,All,"Renowned for its beautiful valleys, lakes, and houseboats.",75.32658449,32.911964,10.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQzVPH8bkZh0G5UVfrdC3dw7eMYTmgjAyf9ycKzuEoff7IZIvsvFAhHitJ3Gvk&s
200,200,200,Northern,Jammu and Kashmir,Anantnag,Amarnath Cave,Temple,Unknown,6.0,4.5,0,No,,Religious,Yes,0.11,All,"Renowned for its beautiful valleys, lakes, and houseboats.",75.1455138,33.7368773,6.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRNdT7uKRZNvUZHMboEbwlpWLQ1VV11iIOTji0NbMNfyPfvoat4ECHtkSUMcQ&s
