,Unnamed: 0.1,Unnamed: 0,Sno,Zone,State,City,Name,Type,Establishment Year,time needed to visit in hrs,Google review rating,Entrance Fee in INR,Airport with 50km Radius,Weekly Off,Significance,DSLR Allowed,Number of google review in lakhs,Best Time to visit,State Description,longitude,latitude,loc_clusters,img,Season,Season Code
148,148,148,148,Central,Madhya Pradesh,Amarkantak,Narmada Udgam Temple,Temple,1200,1.0,4.4,0,No,,Religious,Yes,0.01,All,"Heart of India with temples, forts, and wildlife parks.",81.7588417,22.670465,15.0,https://tse4.mm.bing.net/th?id=OIP.ksd4fxX_eXV1h9eK-itUOwHaHa&pid=Api&P=0&w=300&h=300,All Year,A
149,149,149,149,Central,Madhya Pradesh,Chitrakoot,Chitrakoot Falls,Waterfall,Unknown,1.5,4.4,0,No,,Nature,Yes,0.1,Morning,"Heart of India with temples, forts, and wildlife parks.",81.10459272,25.21713895,16.0,https://tse2.mm.bing.net/th?id=OIP.IWT7P2PsdaJwWXjcN491ogHaFj&pid=Api&P=0&w=300&h=300,All Year,A
150,150,150,150,Northern,Himachal Pradesh,Shimla,The Ridge,Scenic Point,Unknown,1.0,4.7,0,Yes,,Recreational,Yes,0.03,Morning,Famous for its hill stations like Shimla and Manali.,77.1709729,31.1041526,9.0,https://tse3.mm.bing.net/th?id=OIP.VsQjFiWTHMpjSPjWdJ5_GAHaFj&pid=Api&P=0&w=300&h=300,Winter,W
151,151,151,151,Northern,Himachal Pradesh,Manali,Solang Valley,Valley,Unknown,2.0,4.1,0,No,,Adventure,Yes,0.05,Morning,Famous for its hill stations like Shimla and Manali.,77.18812183,32.26309405,10.0,https://tse2.mm.bing.net/th?id=OIP.QEh-ZXZrbNkkRB0xX_rwogHaFA&pid=Api&P=0&w=300&h=300,Winter,W
152,152,152,152,Northern,Himachal Pradesh,dalhousie,Dalai Lama Temple,Temple,1959,1.5,4.7,0,Yes,,Religious,No,0.15,All,Famous for its hill stations like Shimla and Manali.,75.94484089,32.54357545,10.0,https://tse4.mm.bing.net/th?id=OIP.woIu5Rg7MIQoTv7-rC04QwHaE5&pid=Api&P=0&w=300&h=300,All Year,A
153,153,153,153,Northern,Himachal Pradesh,Dalhousie,Khajjiar Lake,Lake,Unknown,1.5,4.5,0,No,,Nature,Yes,0.1,Morning,Famous for its hill stations like Shimla and Manali.,75.94484089,32.54357545,10.0,https://tse1.mm.bing.net/th?id=OIP.nAJJPubK9izBkStHhld2uwHaD4&pid=Api&P=0&w=300&h=300,Winter,W
154,154,154,154,Northern,Himachal Pradesh,Spiti Valley,Key Monastery,Monastery,1100,1.0,4.8,0,No,,Religious,Yes,0.025,Morning,Famous for its hill stations like Shimla and Manali.,,,10.0462963,https://tse1.mm.bing.net/th?id=OIP.qyqSToC4vlw13JrsmD20GgHaEI&pid=Api&P=0&w=300&h=300,Winter,W
155,155,155,155,Northern,Himachal Pradesh,Kullu,Great Himalayan National Park,National Park,1984,3.0,4.5,50,No,,Wildlife,Yes,0.2,All,Famous for its hill stations like Shimla and Manali.,77.3789964,32.00186325,10.0,https://tse3.mm.bing.net/th?id=OIP.smLjG68ZCC_4xNtOuVFJfQHaEK&pid=Api&P=0&w=300&h=300,All Year,A
156,156,156,156,Northern,Himachal Pradesh,Chamba,Chamera Lake,Lake,Unknown,2.0,4.4,0,No,,Recreational,Yes,0.01,Morning,Famous for its hill stations like Shimla and Manali.,76.5,32.5,10.0,https://tse4.mm.bing.net/th?id=OIP.vufxp4cYKWUqPHxrYD9CkwHaFd&pid=Api&P=0&w=300&h=300,All Year,A
157,157,157,157,Northern,Himachal Pradesh,Kinnaur,Sangla Valley,Valley,Unknown,2.0,4.5,0,No,,Nature,Yes,0.01,Morning,Famous for its hill stations like Shimla and Manali.,78.32814169,31.59301295,23.0,https://tse2.mm.bing.net/th?id=OIP.oTElgaMcKDKaq-j_xZaXPwHaFj&pid=Api&P=0&w=300&h=300,All Year,A
158,158,158,158,Northern,Himachal Pradesh,Kangra,Kangra Fort,Fort,400,2.0,4.4,150,Yes,,Historical,Yes,0.1,All,Famous for its hill stations like Shimla and Manali.,76.29858721,32.0768665,10.0,https://tse2.mm.bing.net/th?id=OIP.xPPUcMZ_fSGOomDPNQU_4AHaE8&pid=Api&P=0&w=300&h=300,All Year,A
159,159,159,159,Northern,Himachal Pradesh,Palampur,Tea Gardens,Tea Plantation,1950,1.5,4.6,0,Yes,,Agricultural,Yes,0.015,Morning,Famous for its hill stations like Shimla and Manali.,76.5098927,32.0893012,10.0,https://tse2.mm.bing.net/th?id=OIP.o5KY7aVUZcrzq9DtW162oAHaEo&pid=Api&P=0&w=300&h=300,All Year,A
160,160,160,160,Northern,Himachal Pradesh,Mandi,Prashar Lake,Lake,1400,1.5,4.6,0,No,,Nature,Yes,0.01,Morning,Famous for its hill stations like Shimla and Manali.,77.00925419,31.65166165,23.0,https://tse3.mm.bing.net/th?id=OIP.7vvtCmKhihjeiDyHFXdCfgHaFe&pid=Api&P=0&w=300&h=300,All Year,A
161,161,161,161,Northern,Himachal Pradesh,Bir Billing,Paragliding Site,Adventure Sport,2005,2.0,4.8,2500,No,,Adventure,Yes,0.01,All,Famous for its hill stations like Shimla and Manali.,76.745494,32.0616757,10.0,https://tse1.mm.bing.net/th?id=OIP.0l7gjPXs2DCtpdbgHV8C1AHaF-&pid=Api&P=0&w=300&h=300,All Year,A
162,162,162,162,Northern,Himachal Pradesh,McLeod Ganj,Triund Trek,Trekking,Unknown,5.0,4.8,0,Yes,,Adventure,Yes,0.01,Morning,Famous for its hill stations like Shimla and Manali.,76.326238,32.2352666,10.0,https://tse2.mm.bing.net/th?id=OIP.LLWHwBysWzKQf9lt5Jg7xgHaEM&pid=Api&P=0&w=300&h=300,All Year,A
163,163,163,163,Northern,Himachal Pradesh,Manikaran,Manikaran Sahib,Gurudwara,1980,1.0,4.6,0,No,,Religious,Yes,1.3,Morning,Famous for its hill stations like Shimla and Manali.,77.3464072,32.0273214,10.0,https://tse3.mm.bing.net/th?id=OIP.r9x3rGem70X34cJ3JY3oDAHaFj&pid=Api&P=0&w=300&h=300,All Year,A
164,164,164,164,Northern,Himachal Pradesh,Narkanda,Hatu Peak,Viewpoint,Unknown,2.0,4.5,0,Yes,,Nature,Yes,1.1,All,Famous for its hill stations like Shimla and Manali.,77.4612694,31.2547508,23.0,https://tse1.mm.bing.net/th?id=OIP.uSpKwmvI0G-_x7JcVKNSvgHaE6&pid=Api&P=0&w=300&h=300,All Year,A
165,165,165,165,Northern,Himachal Pradesh,Barot,Barot Valley,Valley,Unknown,2.0,4.7,0,No,,Nature,Yes,1.2,Morning,Famous for its hill stations like Shimla and Manali.,76.8452055,32.0377277,10.0,https://tse3.mm.bing.net/th?id=OIP.JA7gscmSx-zbK08KC8R4HAHaE6&pid=Api&P=0&w=300&h=300,All Year,A
166,166,166,166,Northern,Himachal Pradesh,Shoja,Serolsar Lake,Lake,Unknown,2.5,4.4,0,No,,Nature,Yes,0.9,Morning,Famous for its hill stations like Shimla and Manali.,77.3712415,31.5644846,23.0,https://tse4.mm.bing.net/th?id=OIP.cizzIT1-_ap5DxuaEHZTIwHaE8&pid=Api&P=0&w=300&h=300,All Year,A
167,167,167,167,Northern,Himachal Pradesh,Kufri,Kufri Fun World,Ski Resort,1975,5.0,3.8,1500,Yes,,Recreational,Yes,0.1,All,Famous for its hill stations like Shimla and Manali.,77.027818,31.1885191,23.0,https://tse1.mm.bing.net/th?id=OIP.1IfUP5gmxAp-pQRdiuVqFAHaEK&pid=Api&P=0&w=300&h=300,All Year,A
168,168,168,168,Northern,Uttarakhand,Nainital,Naini Lake,Lake,Unknown,1.5,4.2,0,Yes,,Nature,Yes,0.01,Morning,The Land of Gods with its Himalayan beauty and pilgrimage sites.,79.41625113,29.29499495,3.0,https://tse1.mm.bing.net/th?id=OIP.Xi8pBGw9L_qtncS7xntHIwHaFj&pid=Api&P=0&w=300&h=300,Summer,S
169,169,169,169,Northern,Uttarakhand,Rishikesh,Laxman Jhula,Suspension Bridge,1939,1.0,4.4,0,Yes,,Cultural,Yes,0.03,Morning,The Land of Gods with its Himalayan beauty and pilgrimage sites.,78.2916193,30.1086537,9.0,https://tse2.mm.bing.net/th?id=OIP.9ZSCCQRrB3TKWaK9l2HNwQHaE8&pid=Api&P=0&w=300&h=300,Summer,S
170,170,170,170,Northern,Uttarakhand,Haridwar,Har Ki Pauri,Ghat,Unknown,1.0,4.5,0,Yes,,Religious,Yes,0.025,All,The Land of Gods with its Himalayan beauty and pilgrimage sites.,78.00871782,29.91235135,9.0,https://tse4.mm.bing.net/th?id=OIP.AhN8O48rSf1hmveZWIEgNwHaE8&pid=Api&P=0&w=300&h=300,All Year,A
171,171,171,171,Northern,Uttarakhand,Dehradun,Robber's Cave,Cave,Unknown,1.5,4.5,25,Yes,,Nature,Yes,0.01,Morning,The Land of Gods with its Himalayan beauty and pilgrimage sites.,77.86254574,30.49981565,9.0,https://tse3.mm.bing.net/th?id=OIP.5p9pOzcga008iNm19IQc8gHaE8&pid=Api&P=0&w=300&h=300,Summer,S
172,172,172,172,Northern,Uttarakhand,Mussoorie,Kempty Falls,Waterfall,Unknown,1.5,4.2,15,Yes,,Nature,Yes,0.55,Morning,The Land of Gods with its Himalayan beauty and pilgrimage sites.,78.0782906,30.4569012,9.0,https://tse2.mm.bing.net/th?id=OIP.QlW-Nhfy4exV4313oPyJuwHaEK&pid=Api&P=0&w=300&h=300,Summer,S
173,173,173,173,Northern,Uttarakhand,Auli,Auli Ski Resort,Ski Resort,1990,3.0,4.5,0,No,,Adventure,Yes,0.01,Morning,The Land of Gods with its Himalayan beauty and pilgrimage sites.,79.5657242,30.5377872,9.0,https://tse1.mm.bing.net/th?id=OIP.1DDsovDZ3Z7dVgmJHNTgjwHaEq&pid=Api&P=0&w=300&h=300,Summer,S
174,174,174,174,Northern,Uttarakhand,Badrinath,Badrinath Temple,Temple,-820,1.0,4.8,0,No,,Religious,No,0.29,All,The Land of Gods with its Himalayan beauty and pilgrimage sites.,79.4930256,30.7423302,9.0,https://tse2.mm.bing.net/th?id=OIP.Aw8BFDkKey7kVYScdrGXCwHaE7&pid=Api&P=0&w=300&h=300,All Year,A
175,175,175,175,Northern,Uttarakhand,Almora,Binsar Wildlife Sanctuary,Wildlife Sanctuary,1988,2.0,4.3,150,No,,Wildlife,Yes,0.01,All,The Land of Gods with its Himalayan beauty and pilgrimage sites.,79.43263182,29.70265095,9.0,https://tse4.mm.bing.net/th?id=OIP.74_hQhnlH-Bot8uu4itcpgHaEK&pid=Api&P=0&w=300&h=300,Summer,S
176,176,176,176,Northern,Uttarakhand,Ranikhet,Chaubatia Gardens,Orchard,1868,1.0,4.0,50,No,,Recreational,Yes,0.025,All,The Land of Gods with its Himalayan beauty and pilgrimage sites.,79.41541417,29.6323007,9.0,https://tse1.mm.bing.net/th?id=OIP.GH9KxGFzj_jKOD0HjxVp7wHaEo&pid=Api&P=0&w=300&h=300,Summer,S
177,177,177,177,Northern,Uttarakhand,Jim Corbett,Jim Corbett National Park,National Park,1936,3.0,4.4,100,Yes,,Wildlife,Yes,0.3,All,The Land of Gods with its Himalayan beauty and pilgrimage sites.,78.84249503,29.5574752,9.0,https://tse1.mm.bing.net/th?id=OIP.Pa3EuAgZwFjV3rLRCQAfaQHaFV&pid=Api&P=0&w=300&h=300,Summer,S
178,178,178,178,Northern,Uttarakhand,Uttarkashi,Gangotri Temple,Temple,1751,1.0,4.8,0,No,,Religious,No,0.05,All,The Land of Gods with its Himalayan beauty and pilgrimage sites.,78.63625207,30.9635733,9.0,https://tse4.mm.bing.net/th?id=OIP.0Oa6Y8bgPkfmT9v-kWRR8QHaHa&pid=Api&P=0&w=300&h=300,All Year,A
179,179,179,179,Northern,Uttarakhand,Chopta,Tungnath Temple,Temple,751,2.0,4.8,0,No,,Religious,No,0.09,All,The Land of Gods with its Himalayan beauty and pilgrimage sites.,79.078238,29.9494314,9.0,https://tse1.mm.bing.net/th?id=OIP.twapBPvrcbR0JZE7-GrDiwHaEK&pid=Api&P=0&w=300&h=300,Summer,S
180,180,180,180,Northern,Uttarakhand,Joshimath,Valley of Flowers,National Park,1982,5.0,4.7,150,No,,Nature,Yes,0.035,Morning,The Land of Gods with its Himalayan beauty and pilgrimage sites.,79.5612607,30.5555752,9.0,https://tse3.mm.bing.net/th?id=OIP.599x4qG7UkOp9doezAklRgHaEK&pid=Api&P=0&w=300&h=300,All Year,A
181,181,181,181,Central,Uttar Pradesh,Agra,Taj Mahal,Mausoleum,1632,2.0,4.6,50,Yes,Friday,Historical,Yes,2.25,Morning,Home to the Taj Mahal and sacred cities like Varanasi.,78.0098161,27.1752554,1.0,https://tse3.mm.bing.net/th?id=OIF.q3tk8waj%2b%2fwxjS37pz0FNw&pid=Api&P=0&w=300&h=300,Winter,W
182,182,182,182,Central,Uttar Pradesh,Varanasi,Kashi Vishwanath Temple,Temple,Unknown,1.0,4.7,0,Yes,,Religious,No,0.9,All,Home to the Taj Mahal and sacred cities like Varanasi.,82.94142724,25.37193385,16.0,https://tse4.mm.bing.net/th?id=OIP.ell9XCbWyAyaF3DeKTXd5gHaEr&pid=Api&P=0&w=300&h=300,Winter,W
183,183,183,183,Central,Uttar Pradesh,Lucknow,Bara Imambara,Monument,1784,1.5,4.4,50,Yes,Monday,Historical,No,0.45,All,Home to the Taj Mahal and sacred cities like Varanasi.,80.9346001,26.8381,1.0,https://tse1.mm.bing.net/th?id=OIP.77AaerhyxVTdosP3k8ZRNAHaE7&pid=Api&P=0&w=300&h=300,Winter,W
184,184,184,184,Central,Uttar Pradesh,Mathura,Krishna Janmabhoomi,Temple,Unknown,1.0,4.7,0,Yes,,Religious,No,0.13,All,Home to the Taj Mahal and sacred cities like Varanasi.,77.583333,27.633333,20.0,https://tse3.mm.bing.net/th?id=OIP.9MGva2VGBjlmHwrQpBrFZgHaFj&pid=Api&P=0&w=300&h=300,All Year,A
185,185,185,185,Central,Uttar Pradesh,Ayodhya,Ram Janmabhoomi,Religious Site,Unknown,1.0,4.8,0,Yes,,Religious,No,0.025,All,Home to the Taj Mahal and sacred cities like Varanasi.,82.05850341,26.6382763,17.0,https://tse3.mm.bing.net/th?id=OIP.5O7v0sTPiU4xPQK3-UBoPQHaD4&pid=Api&P=0&w=300&h=300,All Year,A
186,186,186,186,Central,Uttar Pradesh,Vrindavan,Banke Bihari Temple,Temple,1864,1.0,4.8,0,Yes,,Religious,No,0.37,All,Home to the Taj Mahal and sacred cities like Varanasi.,77.6938045,27.5753726,20.0,https://tse2.mm.bing.net/th?id=OIP.btKr7_0tr8VB-cSutpAi7AHaL5&pid=Api&P=0&w=300&h=300,All Year,A
187,187,187,187,Central,Uttar Pradesh,Allahabad,Triveni Sangam,Confluence,Unknown,1.0,4.5,0,Yes,,Religious,Yes,0.09,Morning,Home to the Taj Mahal and sacred cities like Varanasi.,81.90349775,25.2793187,16.0,https://tse4.mm.bing.net/th?id=OIP.4O20ovvT_FKe0MQ85xmwDgHaE8&pid=Api&P=0&w=300&h=300,All Year,A
188,188,188,188,Central,Uttar Pradesh,Jhansi,Jhansi Fort,Fort,1613,1.5,4.4,15,Yes,,Historical,Yes,0.25,All,Home to the Taj Mahal and sacred cities like Varanasi.,78.65278024,25.529855,16.0,https://tse2.mm.bing.net/th?id=OIP.QwVIFHrAm8B8AHAbCM_9JQHaEK&pid=Api&P=0&w=300&h=300,All Year,A
189,189,189,189,Central,Uttar Pradesh,Sarnath,Dhamek Stupa,Monument,-500,1.0,4.6,5,Yes,,Historical,Yes,0.065,All,Home to the Taj Mahal and sacred cities like Varanasi.,83.0275999,25.3776274,16.0,https://tse3.mm.bing.net/th?id=OIP.pJXtLBlW0wBcq3WC9nCgjwHaE5&pid=Api&P=0&w=300&h=300,All Year,A
190,190,190,190,Central,Uttar Pradesh,Fatehpur Sikri,Buland Darwaza,Monument,1571,2.0,4.4,40,Yes,,Historical,Yes,0.07,Afternoon,Home to the Taj Mahal and sacred cities like Varanasi.,77.6623984,27.0911655,1.0,https://tse4.mm.bing.net/th?id=OIP.65Np1-PJSaa3d6lIKDSd5AHaE5&pid=Api&P=0&w=300&h=300,All Year,A
191,191,191,191,Central,Uttar Pradesh,Noida,Okhla Bird Sanctuary,Bird Sanctuary,1990,1.5,4.3,30,Yes,,Wildlife,Yes,0.035,All,Home to the Taj Mahal and sacred cities like Varanasi.,77.3272147,28.5706333,3.0,https://tse3.mm.bing.net/th?id=OIP.kIs8zFiD-KnW5WxpUTGIIgHaD3&pid=Api&P=0&w=300&h=300,All Year,A
192,192,192,192,Central,Uttar Pradesh,Aligarh,Aligarh Fort,Fort,1524,1.0,4.1,20,Yes,,Historical,Yes,0.0165,Afternoon,Home to the Taj Mahal and sacred cities like Varanasi.,78.13581531,27.8761073,3.0,https://tse2.mm.bing.net/th?id=OIP.LigRzExIXyTzJ_OqdPlzBwHaE6&pid=Api&P=0&w=300&h=300,All Year,A
193,193,193,193,Central,Uttar Pradesh,Meerut,Augarnath Temple,Temple,Unknown,1.0,4.8,0,Yes,,Religious,No,0.045,All,Home to the Taj Mahal and sacred cities like Varanasi.,77.76796715,29.0018557,3.0,https://tse3.mm.bing.net/th?id=OIP.a3RrC_wpSNuM90qDvPRE8gHaE8&pid=Api&P=0&w=300&h=300,All Year,A
194,194,194,194,Central,Uttar Pradesh,Kanpur,Allen Forest Zoo,Zoo,1971,2.0,4.2,150,Yes,Monday,Wildlife,Yes,0.21,All,Home to the Taj Mahal and sacred cities like Varanasi.,80.3217588,26.4609135,17.0,https://tse1.mm.bing.net/th?id=OIP.8Jp7s49nJmIK-1dwBvqmfgHaER&pid=Api&P=0&w=300&h=300,All Year,A
195,195,195,195,Northern,Jammu and Kashmir,Srinagar,Dal Lake,Lake,Unknown,2.0,4.6,0,Yes,,Nature,Yes,0.15,Morning,"Renowned for its beautiful valleys, lakes, and houseboats.",74.8204443,34.0747444,6.0,https://tse2.mm.bing.net/th?id=OIP.6M1MrgLneeBPmYpE5qg-fQHaE1&pid=Api&P=0&w=300&h=300,All Year,A
196,196,196,196,Northern,Ladakh,Leh,Pangong Tso,Lake,Unknown,2.0,4.9,20,Yes,,Nature,Yes,0.15,Morning,"Known for its stunning landscapes, monasteries, and adventure tourism.",77.5848133,34.1642029,6.0,https://tse1.mm.bing.net/th?id=OIP.gv-PPLO_7ATSD-M7XsQVmgHaE8&pid=Api&P=0&w=300&h=300,Winter,W
197,197,197,197,Northern,Jammu and Kashmir,Pahalgam,Betaab Valley,Valley,Unknown,2.0,4.6,100,No,,Nature,Yes,0.11,All,"Renowned for its beautiful valleys, lakes, and houseboats.",75.3226479,34.0322048,6.0,https://tse2.mm.bing.net/th?id=OIP.1WSWpXEr857vmkMjohVkCQHaEK&pid=Api&P=0&w=300&h=300,All Year,A
198,198,198,198,Northern,Jammu and Kashmir,Jammu,Vaishno Devi,Temple,Unknown,5.0,4.7,0,Yes,,Religious,No,0.55,All,"Renowned for its beautiful valleys, lakes, and houseboats.",74.8580917,32.7185614,10.0,https://tse1.mm.bing.net/th?id=OIP.y6s_ebz6tDs_ZRdcGfeL7AHaJ4&pid=Api&P=0&w=300&h=300,Winter,W
199,199,199,199,Northern,Jammu and Kashmir,Udhampur,Patnitop Height,Hill,Unknown,2.0,4.1,0,No,,Recreational,Yes,0.01,All,"Renowned for its beautiful valleys, lakes, and houseboats.",75.32658449,32.911964,10.0,https://tse1.mm.bing.net/th?id=OIP.8Q6xKtfEsrtB9TzZ1UqepgAAAA&pid=Api&P=0&w=300&h=300,All Year,A
200,200,200,200,Northern,Jammu and Kashmir,Anantnag,Amarnath Cave,Temple,Unknown,6.0,4.5,0,No,,Religious,Yes,0.11,All,"Renowned for its beautiful valleys, lakes, and houseboats.",75.1455138,33.7368773,6.0,https://tse2.mm.bing.net/th?id=OIP.vlVZjMcqHX4yS4ufs2aRCgHaFV&pid=Api&P=0&w=300&h=300,All Year,A
201,201,201,201,Northern,Ladakh,Leh,Thiksey Monastery,Monastery,1430,1.5,4.7,20,Yes,,Religious,No,0.05,All,"Known for its stunning landscapes, monasteries, and adventure tourism.",77.5848133,34.1642029,6.0,https://tse3.mm.bing.net/th?id=OIP.pO6VFqubbXbnh0Cf6MN7qwHaDm&pid=Api&P=0&w=300&h=300,Winter,W
202,202,202,202,Northern,Ladakh,Nubra Valley,Nubra Valley,Valley,Unknown,2.0,4.5,0,No,,Nature,Yes,0.1,All,"Known for its stunning landscapes, monasteries, and adventure tourism.",77.8233593,33.9940885,6.0,https://tse3.mm.bing.net/th?id=OIP.8D9A8kuyeGPnAsAYnRJ_jgHaE7&pid=Api&P=0&w=300&h=300,All Year,A
203,203,203,203,Northern,Ladakh,Kargil,Kargil War Memorial,War Memorial,24,1.0,4.8,0,No,,Historical,Yes,0.011,All,"Known for its stunning landscapes, monasteries, and adventure tourism.",76.47300957,33.802819,6.0,https://tse3.mm.bing.net/th?id=OIP.JDM2t2lWt4Wk4ZOtgwTgkwHaE8&pid=Api&P=0&w=300&h=300,Winter,W
204,204,204,204,Northern,Ladakh,Diskit,Diskit Monastery,Monastery,1351,1.0,4.7,20,No,,Religious,No,0.015,Morning,"Known for its stunning landscapes, monasteries, and adventure tourism.",77.5506547,34.5512277,6.0,https://tse2.mm.bing.net/th?id=OIP.xXQqRCkBqYf73J7Hc-COggHaE8&pid=Api&P=0&w=300&h=300,All Year,A
205,205,205,205,Northern,Jammu and Kashmir,Kishtwar,Kishtwar National Park,National Park,1981,3.0,4.3,100,No,,Wildlife,Yes,0.01,All,"Renowned for its beautiful valleys, lakes, and houseboats.",75.81692388,33.2761171,6.0,https://tse1.mm.bing.net/th?id=OIP.1LRpHZU5eHPUNO18nIi86wHaEj&pid=Api&P=0&w=300&h=300,All Year,A
206,206,206,206,Northern,Ladakh,Hemis,Hemis National Park,National Park,1981,4.0,4.4,20,No,,Wildlife,Yes,0.02,All,"Known for its stunning landscapes, monasteries, and adventure tourism.",77.6341507,33.9083119,6.0,https://tse2.mm.bing.net/th?id=OIP.bXjGmxw_e5NtB4EmotO6aQHaEK&pid=Api&P=0&w=300&h=300,All Year,A
207,207,207,207,Northern,Ladakh,Dras,Dras War Memorial,War Memorial,Unknown,1.0,4.8,0,No,,Historical,Yes,0.012,All,"Known for its stunning landscapes, monasteries, and adventure tourism.",75.750761,34.4292702,6.0,https://tse2.mm.bing.net/th?id=OIP.4oOvUfPe8LDVyZssWHIiwwHaEK&pid=Api&P=0&w=300&h=300,All Year,A
208,208,208,208,Northern,Ladakh,Leh,Magnetic Hill,Gravity Hill,Unknown,0.5,3.7,0,Yes,,Nature,Yes,0.1,All,"Known for its stunning landscapes, monasteries, and adventure tourism.",77.5848133,34.1642029,6.0,https://tse3.mm.bing.net/th?id=OIP.QgCI2g6AguUppNIBlFiVOgHaE7&pid=Api&P=0&w=300&h=300,Winter,W
209,209,209,209,Northern,Ladakh,Leh,Khardung La Pass,Hill,Unknown,1.0,4.5,0,Yes,,Adventure,Yes,0.05,Afternoon,"Known for its stunning landscapes, monasteries, and adventure tourism.",77.5848133,34.1642029,6.0,https://tse2.mm.bing.net/th?id=OIP.O0Kh7Jy_811m_pcPfqh1uQHaEY&pid=Api&P=0&w=300&h=300,Winter,W
210,210,210,210,Northern,Ladakh,Leh,Thiksey Monastery,Monastery,1430,1.5,4.7,30,Yes,,Religious,No,0.05,All,"Known for its stunning landscapes, monasteries, and adventure tourism.",77.5848133,34.1642029,6.0,https://tse3.mm.bing.net/th?id=OIP.pO6VFqubbXbnh0Cf6MN7qwHaDm&pid=Api&P=0&w=300&h=300,Winter,W
211,211,211,211,Central,Uttar Pradesh,Vrindavan,Prem Mandir,Temple,2012,1.5,4.8,0,Yes,,Religious,Yes,0.49,Evening,Home to the Taj Mahal and sacred cities like Varanasi.,77.6938045,27.5753726,20.0,https://tse2.mm.bing.net/th?id=OIP.lrkPHBaWwp94doXjzUKzWgHaEK&pid=Api&P=0&w=300&h=300,All Year,A
212,212,212,212,Central,Uttar Pradesh,Porbandar,Kirti Mandir,Memorial,1950,1.0,4.8,0,Yes,,Historical,Yes,0.03,Morning,Home to the Taj Mahal and sacred cities like Varanasi.,69.85380669,21.60297505,21.0,https://tse3.mm.bing.net/th?id=OIP.6sArQvx06U2XPF580ZiCRAHaFQ&pid=Api&P=0&w=300&h=300,All Year,A
213,213,213,213,Central,Uttar Pradesh,Mathura,Nand Gaon,Village,Unknown,1.0,4.1,0,Yes,,Cultural,Yes,0.01,Morning,Home to the Taj Mahal and sacred cities like Varanasi.,77.583333,27.633333,20.0,https://tse3.mm.bing.net/th?id=OIP.Qt7jsI1k3ErNze3PvZPIaAHaFX&pid=Api&P=0&w=300&h=300,All Year,A
214,214,214,214,Central,Uttar Pradesh,Mathura,Barsana Mandir,Temple,Unknown,1.0,4.8,0,Yes,,Religious,Yes,0.1,Morning,Home to the Taj Mahal and sacred cities like Varanasi.,77.583333,27.633333,20.0,https://tse3.mm.bing.net/th?id=OIP.3_2Uzubg72cj79-CGMkFLgHaEK&pid=Api&P=0&w=300&h=300,All Year,A
215,215,215,215,Eastern,West Bengal,Darjeeling,Tiger Hill,Sunrise Point,Unknown,1.0,4.5,0,No,,Nature,Yes,0.025,All,"Famous for Kolkata, the Sundarbans, and cultural festivals.",88.263176,27.0377554,1.0,https://tse2.mm.bing.net/th?id=OIP.scKwy_PoQ4DmlXrCPqJ0igHaE8&pid=Api&P=0&w=300&h=300,Monsoon,M
216,216,216,216,Eastern,West Bengal,Siliguri,Jaldapara National Park,Wildlife Sanctuary,1941,3.0,4.4,250,Yes,,Wildlife,Yes,0.035,All,"Famous for Kolkata, the Sundarbans, and cultural festivals.",88.4309916,26.7164127,1.0,https://tse3.mm.bing.net/th?id=OIP.2gWote91bGrJfvrZo6DqDAHaD-&pid=Api&P=0&w=300&h=300,All Year,A
217,217,217,217,Eastern,West Bengal,Sundarbans,Sundarbans National Park,National Park,1984,4.0,4.4,60,No,,Wildlife,Yes,0.065,All,"Famous for Kolkata, the Sundarbans, and cultural festivals.",88.68731611,22.03158805,21.0,https://tse2.mm.bing.net/th?id=OIP.58oncAsIc6q1gRo1rxPusgHaD5&pid=Api&P=0&w=300&h=300,Monsoon,M
218,218,218,218,Eastern,West Bengal,Digha,Digha Beach,Beach,Unknown,1.5,4.5,0,No,,Recreational,Yes,0.09,Morning,"Famous for Kolkata, the Sundarbans, and cultural festivals.",87.5082534,21.623077,21.0,https://tse1.mm.bing.net/th?id=OIP.AkeaF5HCTlA--xwVQmV-WAHaEG&pid=Api&P=0&w=300&h=300,All Year,A
219,219,219,219,Eastern,West Bengal,Murshidabad,Hazarduari Palace,Palace,1837,1.5,4.5,10,Yes,Friday,Historical,Yes,0.18,Morning,"Famous for Kolkata, the Sundarbans, and cultural festivals.",88.36638821,24.2905278,11.0,https://tse1.mm.bing.net/th?id=OIP.Zu3yAj1QAmydNwWm0TgHGQHaEK&pid=Api&P=0&w=300&h=300,All Year,A
220,220,220,220,Eastern,West Bengal,Bolpur,Kankalitala Temple,Temple,Unknown,0.5,4.7,0,Yes,,Religious,No,0.045,All,"Famous for Kolkata, the Sundarbans, and cultural festivals.",87.6962424,23.661154,24.0,https://tse4.mm.bing.net/th?id=OIP.d3p9RKNyGokQUzKaAWOq7gAAAA&pid=Api&P=0&w=300&h=300,All Year,A
221,221,221,221,Eastern,West Bengal,Hooghly,Hangseswari Temple,Temple,1814,0.5,4.6,0,Yes,,Architectural,No,0.07,All,"Famous for Kolkata, the Sundarbans, and cultural festivals.",88.01208247,22.90994025,4.0,https://tse3.mm.bing.net/th?id=OIP.o3Nw3aHIhhfloeSqEnNCRAHaJ2&pid=Api&P=0&w=300&h=300,All Year,A
